path,bytes,extension,last_modified_epoch,candidate_latest_session,utility
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\09_poisson_raw_after_density_filter.ply,6437398,.ply,1782689761.503122,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\10_poisson_after_remove_degenerate_triangles.ply,6437398,.ply,1782689765.6950424,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\11_poisson_after_remove_duplicated_vertices.ply,6437296,.ply,1782689769.386887,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\12_poisson_after_remove_unreferenced_vertices.ply,6437296,.ply,1782689773.1472285,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\13_poisson_after_remove_duplicated_triangles.ply,6437296,.ply,1782689776.9276223,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\14_poisson_after_compute_vertex_normals.ply,6437296,.ply,1782689780.813223,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\15_alpha_shape_after_builtin_cleanup.ply,55401,.ply,1782689788.1596568,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\16_alpha_after_remove_degenerate_triangles.ply,55401,.ply,1782689788.2650752,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\17_alpha_after_remove_duplicated_vertices.ply,55401,.ply,1782689788.3645253,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\18_alpha_after_remove_unreferenced_vertices.ply,55401,.ply,1782689788.465941,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\19_alpha_after_final_cleanup.ply,55401,.ply,1782689788.5688658,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\20_final_mesh.ply,55401,.ply,1782689788.6808016,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\meshing_diagnostics_3\meshing_metrics.json,18973,.json,1782689788.7707105,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\point_cloud.ply,19516123,.ply,1782613395.6161406,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\poisson_recovery_probe\poisson_recovery_mesh.ply,16192,.ply,1782620415.1913922,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\preliminary_mesh.ply,55401,.ply,1782613539.9269912,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\01_raw_cloud.ply,35546960,.ply,1782616233.5167263,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\02_scaled_cloud.ply,35546960,.ply,1782616239.9294517,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\03_clean_cloud.ply,35344235,.ply,1782616245.0841923,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\04_filtered_voxel_cloud.ply,1733245,.ply,1782616245.6134236,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\05_segmented_cloud.ply,1332028,.ply,1782616246.1975915,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\06_mesh_input_cloud.ply,1332028,.ply,1782616248.4262257,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\06a_poisson_mesh_before_repair.ply,6437231,.ply,1782616456.1218681,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\07_existing_final_mesh_copy.ply,55401,.ply,1782613539.0,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics\07_final_mesh.ply,55401,.ply,1782616458.7134378,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\01_raw_cloud.ply,35546960,.ply,1782616464.787608,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\02_scaled_cloud.ply,35546960,.ply,1782616470.6390548,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\03_clean_cloud.ply,35344235,.ply,1782616475.4378424,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\04_filtered_voxel_cloud.ply,1733245,.ply,1782616476.0183184,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\05_segmented_cloud.ply,1332028,.ply,1782616476.6029975,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\06_mesh_input_cloud.ply,1332028,.ply,1782616478.8655467,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\06a_poisson_mesh_before_repair.ply,6437424,.ply,1782616664.7761402,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\07_existing_final_mesh_copy.ply,55401,.ply,1782613539.0,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\stage_diagnostics_2\07_final_mesh.ply,55401,.ply,1782616667.1503108,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\surface_closure_diagnostics\poisson_input_cloud.ply,1332028,.ply,1782689864.7108128,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\b6b04af0-122f-4fcc-af8a-cc553ca5e28d\surface_closure_diagnostics_2\poisson_input_cloud.ply,1332028,.ply,1782689939.724995,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\processed\bd1e9a21-3f48-4a6f-a236-b1010a9d153f\point_cloud.ply,25375935,.ply,1782888025.0639515,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\d005e91f-4a9c-41e3-a0a5-3955fc8af83a\point_cloud.ply,4525371,.ply,1781492823.7271016,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\d78e0ca6-6259-47b1-89a7-2278acf95119\point_cloud.ply,46870696,.ply,1782797961.3228078,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\dc1e8e32-fd1e-46b7-974c-07d8b5907cb8\point_cloud.ply,7279367,.ply,1782168947.9172406,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\dc1e8e32-fd1e-46b7-974c-07d8b5907cb8\preliminary_mesh.ply,9088,.ply,1782169014.4506538,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\processed\ecd0f8b7-64f5-437b-9048-2ae83609e8e7\point_cloud.ply,50021760,.ply,1782801843.028172,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\processed\fb28d9ce-e52d-45d9-99be-c046dfc5d2f6\point_cloud.ply,5963955,.ply,1781673708.5520062,False,Nube densa RAW/descargada; evidencia principal de geometria ya reconstruida.
projects\ForestVol\data\tsdf_sdf_outputs\set1\sdf_marching_tetrahedra_mesh.ply,741100,.ply,1782695876.7967925,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\tsdf_sdf_outputs\set2\sdf_marching_tetrahedra_mesh.ply,958364,.ply,1782695884.6504066,False,Malla/superficie; util para distinguir nube densa vs reconstruccion de superficie.
projects\ForestVol\data\volumetric_reconstruction_outputs\set1\voxel_solid_surface.ply,265378,.ply,1782695457.231997,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\volumetric_reconstruction_outputs\set2\voxel_solid_surface.ply,357334,.ply,1782695459.5052722,False,Artefacto relacionado; utilidad dependiente de pertenencia a la corrida.
projects\ForestVol\data\volumetric_reconstruction_outputs\volumetric_voxel_results.json,3055,.json,1782695464.2810016,False,Metadatos/metricas; util para trazabilidad si pertenece a la corrida auditada.
projects\ForestVol\data\volumetric_reconstruction_stdout.json,3056,.json,1782695464.2823198,False,Estructura SfM/camaras/poses/tracks; util para soporte por vista si corresponde a la misma corrida.
